codigo_abonado,cedula,nombre,telefono
SR101970,1090001970,Camila Cadavid Urrego,3105001970
TC101971,1090001971,Diana Jaramillo Isaza,3105001971
TC101972,1090001972,Elena Rendón Jaramillo,3105001972
CH101973,1090001973,Fabiola Zapata Yepes,3105001973
REBECA101974,1090001974,Gloria Galvis Muñoz,3105001974
TC101975,1090001975,Helena Bermúdez Nieto,3105001975
SR101976,1090001976,Irene Ibarra Bohórquez,3105001976
TC101977,1090001977,Julia Quiroga Cadavid,3105001977
TC101978,1090001978,Karen Yepes Quiroga,3105001978
SG101979,1090001979,Laura Forero Espinal,3105001979
DQ101980,1090001980,Marta Acosta Franco,3105001980
SR101981,1090001981,Nidia Hincapié Tabares,3105001981
DQ101982,1090001982,Olga Peláez Higuita,3105001982
CH101983,1090001983,Paula Wilches Ibarra,3105001983
SR101984,1090001984,Rocío Espinal Wilches,3105001984
TC101985,1090001985,Sandra Muñoz Leal,3105001985
C101986,1090001986,Tatiana Gómez Montoya,3105001986
SR101987,1090001987,Úrsula Ocampo Arcila,3105001987
SR101988,1090001988,Valeria Valderrama Bermúdez,3105001988
SR101989,1090001989,Ximena Delgado Peláez,3105001989
SR101990,1090001990,Yolanda Leal Delgado,3105001990
TC101991,1090001991,Zulma Franco Escudero,3105001991
TC101992,1090001992,Alberto Nieto Salgado,3105001992
DQ101993,1090001993,Bernardo Urrego Galvis,3105001993
TC101994,1090001994,Carlos Cuartas Hincapié,3105001994
SR101995,1090001995,Damián Jurado Valderrama,3105001995
C101996,1090001996,Eduardo Escudero Jurado,3105001996
DQ101997,1090001997,Fabián Montoya Lemus,3105001997
DQ101998,1090001998,Germán Tabares Zapata,3105001998
TC101999,1090001999,Hernán Bohórquez Acosta,3105001999
C102000,1090002000,Iván Isaza Ocampo,3105002000
C102001,1090002001,Jaime Duarte Cuartas,3105002001
C102002,1090002002,Kevin Lemus Duarte,3105002002
C102003,1090002003,Leonardo Salgado Rendón,3105002003
C102004,1090002004,Mauricio Arcila Forero,3105002004
TC102005,1090002005,Nelson Higuita Gómez,3105002005
TCF102006,1090002006,Óscar Cadavid Urrego,3105002006
TC102007,1090002007,Pablo Jaramillo Isaza,3105002007
C102008,1090002008,Ramiro Rendón Jaramillo,3105002008
C102009,1090002009,Sergio Zapata Yepes,3105002009
TCF102010,1090002010,Tomás Galvis Muñoz,3105002010
C102011,1090002011,Ulises Bermúdez Nieto,3105002011
C102012,1090002012,Vicente Ibarra Bohórquez,3105002012
VG102013,1090002013,Wilson Quiroga Cadavid,3105002013
TC102014,1090002014,Yesid Yepes Quiroga,3105002014
TC102015,1090002015,Zacarías Forero Espinal,3105002015
DQ102016,1090002016,Ana Acosta Franco,3105002016
SR102017,1090002017,Beatriz Hincapié Tabares,3105002017
TC102018,1090002018,Camila Peláez Higuita,3105002018
SR102019,1090002019,Diana Wilches Ibarra,3105002019
C102020,1090002020,Elena Espinal Wilches,3105002020
TCF102021,1090002021,Fabiola Muñoz Leal,3105002021
C102022,1090002022,Gloria Gómez Montoya,3105002022
DQ102023,1090002023,Helena Ocampo Arcila,3105002023
DQ102024,1090002024,Irene Valderrama Bermúdez,3105002024
DQ102025,1090002025,Julia Delgado Peláez,3105002025
DQ102026,1090002026,Karen Leal Delgado,3105002026
DQ102027,1090002027,Laura Franco Escudero,3105002027
VG102028,1090002028,Marta Nieto Salgado,3105002028
VG102029,1090002029,Nidia Urrego Galvis,3105002029
SR102030,1090002030,Olga Cuartas Hincapié,3105002030
DQ102031,1090002031,Paula Jurado Valderrama,3105002031
SR102032,1090002032,Rocío Escudero Jurado,3105002032
TC102033,1090002033,Sandra Montoya Lemus,3105002033
DQ102034,1090002034,Tatiana Tabares Zapata,3105002034
TC102035,1090002035,Úrsula Bohórquez Acosta,3105002035
SG102036,1090002036,Valeria Isaza Ocampo,3105002036
TC102037,1090002037,Ximena Duarte Cuartas,3105002037
TC102038,1090002038,Yolanda Lemus Duarte,3105002038
SR102039,1090002039,Zulma Salgado Rendón,3105002039
TCF102040,1090002040,Alberto Arcila Forero,3105002040
DQ102041,1090002041,Bernardo Higuita Gómez,3105002041
TC102042,1090002042,Carlos Cadavid Urrego,3105002042
TC102043,1090002043,Damián Jaramillo Isaza,3105002043
C102044,1090002044,Eduardo Rendón Jaramillo,3105002044
DQ102045,1090002045,Fabián Zapata Yepes,3105002045
CH102046,1090002046,Germán Galvis Muñoz,3105002046
DQ102047,1090002047,Hernán Bermúdez Nieto,3105002047
TC102048,1090002048,Iván Ibarra Bohórquez,3105002048
SR102049,1090002049,Jaime Quiroga Cadavid,3105002049
TC102050,1090002050,Kevin Yepes Quiroga,3105002050
C102051,1090002051,Leonardo Forero Espinal,3105002051
C102052,1090002052,Mauricio Acosta Franco,3105002052
TC102053,1090002053,Nelson Hincapié Tabares,3105002053
TC102054,1090002054,Óscar Peláez Higuita,3105002054
SG102055,1090002055,Pablo Wilches Ibarra,3105002055
DQ102056,1090002056,Ramiro Espinal Wilches,3105002056
CH102057,1090002057,Sergio Muñoz Leal,3105002057
TC102058,1090002058,Tomás Gómez Montoya,3105002058
C102059,1090002059,Ulises Ocampo Arcila,3105002059
TC102060,1090002060,Vicente Valderrama Bermúdez,3105002060
SG102061,1090002061,Wilson Delgado Peláez,3105002061
SR102062,1090002062,Yesid Leal Delgado,3105002062
TC102063,1090002063,Zacarías Franco Escudero,3105002063
TC102064,1090002064,Ana Nieto Salgado,3105002064
TCF102065,1090002065,Beatriz Urrego Galvis,3105002065
TC102066,1090002066,Camila Cuartas Hincapié,3105002066
SG102067,1090002067,Diana Jurado Valderrama,3105002067
C102068,1090002068,Elena Escudero Jurado,3105002068
TC102069,1090002069,Fabiola Montoya Lemus,3105002069
SR102070,1090002070,Gloria Tabares Zapata,3105002070
SR102071,1090002071,Helena Bohórquez Acosta,3105002071
TC102072,1090002072,Irene Isaza Ocampo,3105002072
DQ102073,1090002073,Julia Duarte Cuartas,3105002073
DQ102074,1090002074,Karen Lemus Duarte,3105002074
VG102075,1090002075,Laura Salgado Rendón,3105002075
TC102076,1090002076,Marta Arcila Forero,3105002076
TC102077,1090002077,Nidia Higuita Gómez,3105002077
TC102078,1090002078,Olga Cadavid Urrego,3105002078
VG102079,1090002079,Paula Jaramillo Isaza,3105002079
TC102080,1090002080,Rocío Rendón Jaramillo,3105002080
DQ102081,1090002081,Sandra Zapata Yepes,3105002081
TCF102082,1090002082,Tatiana Galvis Muñoz,3105002082
TC102083,1090002083,Úrsula Bermúdez Nieto,3105002083
DQ102084,1090002084,Valeria Ibarra Bohórquez,3105002084
SR102085,1090002085,Ximena Quiroga Cadavid,3105002085
DQ102086,1090002086,Yolanda Yepes Quiroga,3105002086
TC102087,1090002087,Zulma Forero Espinal,3105002087
TC102088,1090002088,Alberto Acosta Franco,3105002088
VG102089,1090002089,Bernardo Hincapié Tabares,3105002089
TCF102090,1090002090,Carlos Peláez Higuita,3105002090
TC102091,1090002091,Damián Wilches Ibarra,3105002091
DQ102092,1090002092,Eduardo Espinal Wilches,3105002092
DQ102093,1090002093,Fabián Muñoz Leal,3105002093
TC102094,1090002094,Germán Gómez Montoya,3105002094
TC102095,1090002095,Hernán Ocampo Arcila,3105002095
DQ102096,1090002096,Iván Valderrama Bermúdez,3105002096
TC102097,1090002097,Jaime Delgado Peláez,3105002097
TC102098,1090002098,Kevin Leal Delgado,3105002098
TC102099,1090002099,Leonardo Franco Escudero,3105002099
SG102100,1090002100,Mauricio Nieto Salgado,3105002100
C102101,1090002101,Nelson Urrego Galvis,3105002101
DQ102102,1090002102,Óscar Cuartas Hincapié,3105002102
DQ102103,1090002103,Pablo Jurado Valderrama,3105002103
TC102104,1090002104,Ramiro Escudero Jurado,3105002104
VG102105,1090002105,Sergio Montoya Lemus,3105002105
TC102106,1090002106,Tomás Tabares Zapata,3105002106
TCF102107,1090002107,Ulises Bohórquez Acosta,3105002107
DQ102108,1090002108,Vicente Isaza Ocampo,3105002108
C102109,1090002109,Wilson Duarte Cuartas,3105002109
SR102110,1090002110,Yesid Lemus Duarte,3105002110
DQ102111,1090002111,Zacarías Salgado Rendón,3105002111
C102112,1090002112,Ana Arcila Forero,3105002112
VG102113,1090002113,Beatriz Higuita Gómez,3105002113
TC102114,1090002114,Camila Cadavid Urrego,3105002114
DQ102115,1090002115,Diana Jaramillo Isaza,3105002115
TC102116,1090002116,Elena Rendón Jaramillo,3105002116
TCF102117,1090002117,Fabiola Zapata Yepes,3105002117
DQ102118,1090002118,Gloria Galvis Muñoz,3105002118
DQ102119,1090002119,Helena Bermúdez Nieto,3105002119
C102120,1090002120,Irene Ibarra Bohórquez,3105002120
TC102121,1090002121,Julia Quiroga Cadavid,3105002121
SG102122,1090002122,Karen Yepes Quiroga,3105002122
VG102123,1090002123,Laura Forero Espinal,3105002123
TC102124,1090002124,Marta Acosta Franco,3105002124
DQ102125,1090002125,Nidia Hincapié Tabares,3105002125
SG102126,1090002126,Olga Peláez Higuita,3105002126
C102127,1090002127,Paula Wilches Ibarra,3105002127
SG102128,1090002128,Rocío Espinal Wilches,3105002128
SR102129,1090002129,Sandra Muñoz Leal,3105002129
TC102130,1090002130,Tatiana Gómez Montoya,3105002130
DQ102131,1090002131,Úrsula Ocampo Arcila,3105002131
SG102132,1090002132,Valeria Valderrama Bermúdez,3105002132
TC102133,1090002133,Ximena Delgado Peláez,3105002133
TC102134,1090002134,Yolanda Leal Delgado,3105002134
SG102135,1090002135,Zulma Franco Escudero,3105002135
SR102136,1090002136,Alberto Nieto Salgado,3105002136
SR102137,1090002137,Bernardo Urrego Galvis,3105002137
DQ102138,1090002138,Carlos Cuartas Hincapié,3105002138
TC102139,1090002139,Damián Jurado Valderrama,3105002139
TCF102140,1090002140,Eduardo Escudero Jurado,3105002140
NATALIA102141,1090002141,Fabián Montoya Lemus,3105002141
CH102142,1090002142,Germán Tabares Zapata,3105002142
DQ102143,1090002143,Hernán Bohórquez Acosta,3105002143
DQ102144,1090002144,Iván Isaza Ocampo,3105002144
TCF102145,1090002145,Jaime Duarte Cuartas,3105002145
DQ102146,1090002146,Kevin Lemus Duarte,3105002146
TC102147,1090002147,Leonardo Salgado Rendón,3105002147
TC102148,1090002148,Mauricio Arcila Forero,3105002148
TC102149,1090002149,Nelson Higuita Gómez,3105002149
TCF102150,1090002150,Óscar Cadavid Urrego,3105002150
VG102151,1090002151,Pablo Jaramillo Isaza,3105002151
TC102152,1090002152,Ramiro Rendón Jaramillo,3105002152
TC102153,1090002153,Sergio Zapata Yepes,3105002153
VG102154,1090002154,Tomás Galvis Muñoz,3105002154
C102155,1090002155,Ulises Bermúdez Nieto,3105002155
TC102156,1090002156,Vicente Ibarra Bohórquez,3105002156
TCF102157,1090002157,Wilson Quiroga Cadavid,3105002157
SR102158,1090002158,Yesid Yepes Quiroga,3105002158
C102159,1090002159,Zacarías Forero Espinal,3105002159
SR102160,1090002160,Ana Acosta Franco,3105002160
SG102161,1090002161,Beatriz Hincapié Tabares,3105002161
DQ102162,1090002162,Camila Peláez Higuita,3105002162
C102163,1090002163,Diana Wilches Ibarra,3105002163
SG102164,1090002164,Elena Espinal Wilches,3105002164
TC102165,1090002165,Fabiola Muñoz Leal,3105002165
SR102166,1090002166,Gloria Gómez Montoya,3105002166
SR102167,1090002167,Helena Ocampo Arcila,3105002167
TC102168,1090002168,Irene Valderrama Bermúdez,3105002168
TC102169,1090002169,Julia Delgado Peláez,3105002169
TCF102170,1090002170,Karen Leal Delgado,3105002170
C102171,1090002171,Laura Franco Escudero,3105002171
DQ102172,1090002172,Marta Nieto Salgado,3105002172
SG102173,1090002173,Nidia Urrego Galvis,3105002173
DQ102174,1090002174,Olga Cuartas Hincapié,3105002174
TC102175,1090002175,Paula Jurado Valderrama,3105002175
C102176,1090002176,Rocío Escudero Jurado,3105002176
TC102177,1090002177,Sandra Montoya Lemus,3105002177
DQ102178,1090002178,Tatiana Tabares Zapata,3105002178
TC102179,1090002179,Úrsula Bohórquez Acosta,3105002179
C102180,1090002180,Valeria Isaza Ocampo,3105002180
C102181,1090002181,Ximena Duarte Cuartas,3105002181
SR102182,1090002182,Yolanda Lemus Duarte,3105002182
DQ102183,1090002183,Zulma Salgado Rendón,3105002183
TC102184,1090002184,Alberto Arcila Forero,3105002184
TC102185,1090002185,Bernardo Higuita Gómez,3105002185
TCF102186,1090002186,Carlos Cadavid Urrego,3105002186
VG102187,1090002187,Damián Jaramillo Isaza,3105002187
TC102188,1090002188,Eduardo Rendón Jaramillo,3105002188
DQ102189,1090002189,Fabián Zapata Yepes,3105002189
TC102190,1090002190,Germán Galvis Muñoz,3105002190
DQ102191,1090002191,Hernán Bermúdez Nieto,3105002191
C102192,1090002192,Iván Ibarra Bohórquez,3105002192
CH102193,1090002193,Jaime Quiroga Cadavid,3105002193
SG102194,1090002194,Kevin Yepes Quiroga,3105002194
SR102195,1090002195,Leonardo Forero Espinal,3105002195
C102196,1090002196,Mauricio Acosta Franco,3105002196
TC102197,1090002197,Nelson Hincapié Tabares,3105002197
TC102198,1090002198,Óscar Peláez Higuita,3105002198
SR102199,1090002199,Pablo Wilches Ibarra,3105002199
TC102200,1090002200,Ramiro Espinal Wilches,3105002200
DQ102201,1090002201,Sergio Muñoz Leal,3105002201
C102202,1090002202,Tomás Gómez Montoya,3105002202
SR102203,1090002203,Ulises Ocampo Arcila,3105002203
TCF102204,1090002204,Vicente Valderrama Bermúdez,3105002204
TC102205,1090002205,Wilson Delgado Peláez,3105002205
TC102206,1090002206,Yesid Leal Delgado,3105002206
TCF102207,1090002207,Zacarías Franco Escudero,3105002207
SG102208,1090002208,Ana Nieto Salgado,3105002208
CH102209,1090002209,Beatriz Urrego Galvis,3105002209
TC102210,1090002210,Camila Cuartas Hincapié,3105002210
TCF102211,1090002211,Diana Jurado Valderrama,3105002211
DQ102212,1090002212,Elena Escudero Jurado,3105002212
DQ102213,1090002213,Fabiola Montoya Lemus,3105002213
VG102214,1090002214,Gloria Tabares Zapata,3105002214
VG102215,1090002215,Helena Bohórquez Acosta,3105002215
TC102216,1090002216,Irene Isaza Ocampo,3105002216
TC102217,1090002217,Julia Duarte Cuartas,3105002217
SR102218,1090002218,Karen Lemus Duarte,3105002218
TC102219,1090002219,Laura Salgado Rendón,3105002219
TC102220,1090002220,Marta Arcila Forero,3105002220
CH102221,1090002221,Nidia Higuita Gómez,3105002221
CH102222,1090002222,Olga Cadavid Urrego,3105002222
TC102223,1090002223,Paula Jaramillo Isaza,3105002223
DQ102224,1090002224,Rocío Rendón Jaramillo,3105002224
C102225,1090002225,Sandra Zapata Yepes,3105002225
SR102226,1090002226,Tatiana Galvis Muñoz,3105002226
SR102227,1090002227,Úrsula Bermúdez Nieto,3105002227
SG102228,1090002228,Valeria Ibarra Bohórquez,3105002228
VG102229,1090002229,Ximena Quiroga Cadavid,3105002229
SR102230,1090002230,Yolanda Yepes Quiroga,3105002230
DQ102231,1090002231,Zulma Forero Espinal,3105002231
VG102232,1090002232,Alberto Acosta Franco,3105002232
TCF102233,1090002233,Bernardo Hincapié Tabares,3105002233
SG102234,1090002234,Carlos Peláez Higuita,3105002234
C102235,1090002235,Damián Wilches Ibarra,3105002235
TCF102236,1090002236,Eduardo Espinal Wilches,3105002236
SR102237,1090002237,Fabián Muñoz Leal,3105002237
SG102238,1090002238,Germán Gómez Montoya,3105002238
CH102239,1090002239,Hernán Ocampo Arcila,3105002239
C102240,1090002240,Iván Valderrama Bermúdez,3105002240
TC102241,1090002241,Jaime Delgado Peláez,3105002241
DQ102242,1090002242,Kevin Leal Delgado,3105002242
SG102243,1090002243,Leonardo Franco Escudero,3105002243
VG102244,1090002244,Mauricio Nieto Salgado,3105002244
DQ102245,1090002245,Nelson Urrego Galvis,3105002245
TC102246,1090002246,Óscar Cuartas Hincapié,3105002246
C102247,1090002247,Pablo Jurado Valderrama,3105002247
DQ102248,1090002248,Ramiro Escudero Jurado,3105002248
TCF102249,1090002249,Sergio Montoya Lemus,3105002249
DQ102250,1090002250,Tomás Tabares Zapata,3105002250
TC102251,1090002251,Ulises Bohórquez Acosta,3105002251
TC102252,1090002252,Vicente Isaza Ocampo,3105002252
TC102253,1090002253,Wilson Duarte Cuartas,3105002253
DQ102254,1090002254,Yesid Lemus Duarte,3105002254
DQ102255,1090002255,Zacarías Salgado Rendón,3105002255
TC102256,1090002256,Ana Arcila Forero,3105002256
DQ102257,1090002257,Beatriz Higuita Gómez,3105002257
SR102258,1090002258,Camila Cadavid Urrego,3105002258
DQ102259,1090002259,Diana Jaramillo Isaza,3105002259
DQ102260,1090002260,Elena Rendón Jaramillo,3105002260
VG102261,1090002261,Fabiola Zapata Yepes,3105002261
SR102262,1090002262,Gloria Galvis Muñoz,3105002262
VG102263,1090002263,Helena Bermúdez Nieto,3105002263
SR102264,1090002264,Irene Ibarra Bohórquez,3105002264
TC102265,1090002265,Julia Quiroga Cadavid,3105002265
CH102266,1090002266,Karen Yepes Quiroga,3105002266
DQ102267,1090002267,Laura Forero Espinal,3105002267
TCF102268,1090002268,Marta Acosta Franco,3105002268
C102269,1090002269,Nidia Hincapié Tabares,3105002269
TCF102270,1090002270,Olga Peláez Higuita,3105002270
TC102271,1090002271,Paula Wilches Ibarra,3105002271
SR102272,1090002272,Rocío Espinal Wilches,3105002272
SR102273,1090002273,Sandra Muñoz Leal,3105002273
DQ102274,1090002274,Tatiana Gómez Montoya,3105002274
C102275,1090002275,Úrsula Ocampo Arcila,3105002275
SR102276,1090002276,Valeria Valderrama Bermúdez,3105002276
TC102277,1090002277,Ximena Delgado Peláez,3105002277
CH102278,1090002278,Yolanda Leal Delgado,3105002278
TC102279,1090002279,Zulma Franco Escudero,3105002279
SR102280,1090002280,Alberto Nieto Salgado,3105002280
SG102281,1090002281,Bernardo Urrego Galvis,3105002281
SR102282,1090002282,Carlos Cuartas Hincapié,3105002282
SR102283,1090002283,Damián Jurado Valderrama,3105002283
CH102284,1090002284,Eduardo Escudero Jurado,3105002284
CH102285,1090002285,Fabián Montoya Lemus,3105002285
DQ102286,1090002286,Germán Tabares Zapata,3105002286
DQ102287,1090002287,Hernán Bohórquez Acosta,3105002287
SR102288,1090002288,Iván Isaza Ocampo,3105002288
TC102289,1090002289,Jaime Duarte Cuartas,3105002289
TCF102290,1090002290,Kevin Lemus Duarte,3105002290
TCF102291,1090002291,Leonardo Salgado Rendón,3105002291
DQ102292,1090002292,Mauricio Arcila Forero,3105002292
VG102293,1090002293,Nelson Higuita Gómez,3105002293
TC102294,1090002294,Óscar Cadavid Urrego,3105002294
DQ102295,1090002295,Pablo Jaramillo Isaza,3105002295
SR102296,1090002296,Ramiro Rendón Jaramillo,3105002296
C102297,1090002297,Sergio Zapata Yepes,3105002297
TC102298,1090002298,Tomás Galvis Muñoz,3105002298
DQ102299,1090002299,Ulises Bermúdez Nieto,3105002299
TC102300,1090002300,Vicente Ibarra Bohórquez,3105002300
TC102301,1090002301,Wilson Quiroga Cadavid,3105002301
TC102302,1090002302,Yesid Yepes Quiroga,3105002302
SG102303,1090002303,Zacarías Forero Espinal,3105002303
C102304,1090002304,Ana Acosta Franco,3105002304
TC102305,1090002305,Beatriz Hincapié Tabares,3105002305
DQ102306,1090002306,Camila Peláez Higuita,3105002306
TC102307,1090002307,Diana Wilches Ibarra,3105002307
DQ102308,1090002308,Elena Espinal Wilches,3105002308
TC102309,1090002309,Fabiola Muñoz Leal,3105002309
SR102310,1090002310,Gloria Gómez Montoya,3105002310
SG102311,1090002311,Helena Ocampo Arcila,3105002311
DQ102312,1090002312,Irene Valderrama Bermúdez,3105002312
DQ102313,1090002313,Julia Delgado Peláez,3105002313
SG102314,1090002314,Karen Leal Delgado,3105002314
SG102315,1090002315,Laura Franco Escudero,3105002315
TC102316,1090002316,Marta Nieto Salgado,3105002316
TC102317,1090002317,Nidia Urrego Galvis,3105002317
DQ102318,1090002318,Olga Cuartas Hincapié,3105002318
C102319,1090002319,Paula Jurado Valderrama,3105002319
DQ102320,1090002320,Rocío Escudero Jurado,3105002320
SG102321,1090002321,Sandra Montoya Lemus,3105002321
C102322,1090002322,Tatiana Tabares Zapata,3105002322
TCF102323,1090002323,Úrsula Bohórquez Acosta,3105002323
C102324,1090002324,Valeria Isaza Ocampo,3105002324
SR102325,1090002325,Ximena Duarte Cuartas,3105002325
TCF102326,1090002326,Yolanda Lemus Duarte,3105002326
SR102327,1090002327,Zulma Salgado Rendón,3105002327
SG102328,1090002328,Alberto Arcila Forero,3105002328
TC102329,1090002329,Bernardo Higuita Gómez,3105002329
DQ102330,1090002330,Carlos Cadavid Urrego,3105002330
VG102331,1090002331,Damián Jaramillo Isaza,3105002331
SR102332,1090002332,Eduardo Rendón Jaramillo,3105002332
SR102333,1090002333,Fabián Zapata Yepes,3105002333
C102334,1090002334,Germán Galvis Muñoz,3105002334
C102335,1090002335,Hernán Bermúdez Nieto,3105002335
TC102336,1090002336,Iván Ibarra Bohórquez,3105002336
TC102337,1090002337,Jaime Quiroga Cadavid,3105002337
TC102338,1090002338,Kevin Yepes Quiroga,3105002338
VG102339,1090002339,Leonardo Forero Espinal,3105002339
DQ102340,1090002340,Mauricio Acosta Franco,3105002340
CH102341,1090002341,Nelson Hincapié Tabares,3105002341
VG102342,1090002342,Óscar Peláez Higuita,3105002342
CH102343,1090002343,Pablo Wilches Ibarra,3105002343
VG102344,1090002344,Ramiro Espinal Wilches,3105002344
TC102345,1090002345,Sergio Muñoz Leal,3105002345
VG102346,1090002346,Tomás Gómez Montoya,3105002346
DQ102347,1090002347,Ulises Ocampo Arcila,3105002347
TC102348,1090002348,Vicente Valderrama Bermúdez,3105002348
DQ102349,1090002349,Wilson Delgado Peláez,3105002349
TC102350,1090002350,Yesid Leal Delgado,3105002350
DQ102351,1090002351,Zacarías Franco Escudero,3105002351
TC102352,1090002352,Ana Nieto Salgado,3105002352
TCF102353,1090002353,Beatriz Urrego Galvis,3105002353
TC102354,1090002354,Camila Cuartas Hincapié,3105002354
SG102355,1090002355,Diana Jurado Valderrama,3105002355
SG102356,1090002356,Elena Escudero Jurado,3105002356
DQ102357,1090002357,Fabiola Montoya Lemus,3105002357
DQ102358,1090002358,Gloria Tabares Zapata,3105002358
VG102359,1090002359,Helena Bohórquez Acosta,3105002359
TCF102360,1090002360,Irene Isaza Ocampo,3105002360
C102361,1090002361,Julia Duarte Cuartas,3105002361
CH102362,1090002362,Karen Lemus Duarte,3105002362
TC102363,1090002363,Laura Salgado Rendón,3105002363
SR102364,1090002364,Marta Arcila Forero,3105002364
DQ102365,1090002365,Nidia Higuita Gómez,3105002365
DQ102366,1090002366,Olga Cadavid Urrego,3105002366
TC102367,1090002367,Paula Jaramillo Isaza,3105002367
SR102368,1090002368,Rocío Rendón Jaramillo,3105002368
TC102369,1090002369,Sandra Zapata Yepes,3105002369
TCF102370,1090002370,Tatiana Galvis Muñoz,3105002370
DQ102371,1090002371,Úrsula Bermúdez Nieto,3105002371
DQ102372,1090002372,Valeria Ibarra Bohórquez,3105002372
C102373,1090002373,Ximena Quiroga Cadavid,3105002373
TC102374,1090002374,Yolanda Yepes Quiroga,3105002374
DQ102375,1090002375,Zulma Forero Espinal,3105002375
TC102376,1090002376,Alberto Acosta Franco,3105002376
DQ102377,1090002377,Bernardo Hincapié Tabares,3105002377
VG102378,1090002378,Carlos Peláez Higuita,3105002378
VG102379,1090002379,Damián Wilches Ibarra,3105002379
CH102380,1090002380,Eduardo Espinal Wilches,3105002380
TC102381,1090002381,Fabián Muñoz Leal,3105002381
DQ102382,1090002382,Germán Gómez Montoya,3105002382
C102383,1090002383,Hernán Ocampo Arcila,3105002383
VG102384,1090002384,Iván Valderrama Bermúdez,3105002384
TC102385,1090002385,Jaime Delgado Peláez,3105002385
C102386,1090002386,Kevin Leal Delgado,3105002386
C102387,1090002387,Leonardo Franco Escudero,3105002387
CH102388,1090002388,Mauricio Nieto Salgado,3105002388
CH102389,1090002389,Nelson Urrego Galvis,3105002389
SR102390,1090002390,Óscar Cuartas Hincapié,3105002390
C102391,1090002391,Pablo Jurado Valderrama,3105002391
SR102392,1090002392,Ramiro Escudero Jurado,3105002392
TC102393,1090002393,Sergio Montoya Lemus,3105002393
TC102394,1090002394,Tomás Tabares Zapata,3105002394
DQ102395,1090002395,Ulises Bohórquez Acosta,3105002395
SR102396,1090002396,Vicente Isaza Ocampo,3105002396
TC102397,1090002397,Wilson Duarte Cuartas,3105002397
VG102398,1090002398,Yesid Lemus Duarte,3105002398
SR102399,1090002399,Zacarías Salgado Rendón,3105002399
TCF102400,1090002400,Ana Arcila Forero,3105002400
TC102401,1090002401,Beatriz Higuita Gómez,3105002401
SG102402,1090002402,Camila Cadavid Urrego,3105002402
TCF102403,1090002403,Diana Jaramillo Isaza,3105002403
C102404,1090002404,Elena Rendón Jaramillo,3105002404
CH102405,1090002405,Fabiola Zapata Yepes,3105002405
DQ102406,1090002406,Gloria Galvis Muñoz,3105002406
C102407,1090002407,Helena Bermúdez Nieto,3105002407
DQ102408,1090002408,Irene Ibarra Bohórquez,3105002408
CH102409,1090002409,Julia Quiroga Cadavid,3105002409
C102410,1090002410,Karen Yepes Quiroga,3105002410
SR102411,1090002411,Laura Forero Espinal,3105002411
SG102412,1090002412,Marta Acosta Franco,3105002412
SR102413,1090002413,Nidia Hincapié Tabares,3105002413
C102414,1090002414,Olga Peláez Higuita,3105002414
C102415,1090002415,Paula Wilches Ibarra,3105002415
VG102416,1090002416,Rocío Espinal Wilches,3105002416
SR102417,1090002417,Sandra Muñoz Leal,3105002417
SR102418,1090002418,Tatiana Gómez Montoya,3105002418
SR102419,1090002419,Úrsula Ocampo Arcila,3105002419
SR102420,1090002420,Valeria Valderrama Bermúdez,3105002420
CH102421,1090002421,Ximena Delgado Peláez,3105002421
VG102422,1090002422,Yolanda Leal Delgado,3105002422
DQ102423,1090002423,Zulma Franco Escudero,3105002423
SR102424,1090002424,Alberto Nieto Salgado,3105002424
VG102425,1090002425,Bernardo Urrego Galvis,3105002425
DQ102426,1090002426,Carlos Cuartas Hincapié,3105002426
VG102427,1090002427,Damián Jurado Valderrama,3105002427
TC102428,1090002428,Eduardo Escudero Jurado,3105002428
TC102429,1090002429,Fabián Montoya Lemus,3105002429
TC102430,1090002430,Germán Tabares Zapata,3105002430
TC102431,1090002431,Hernán Bohórquez Acosta,3105002431
TC102432,1090002432,Iván Isaza Ocampo,3105002432
TCF102433,1090002433,Jaime Duarte Cuartas,3105002433
SR102434,1090002434,Kevin Lemus Duarte,3105002434
TC102435,1090002435,Leonardo Salgado Rendón,3105002435
SG102436,1090002436,Mauricio Arcila Forero,3105002436
TC102437,1090002437,Nelson Higuita Gómez,3105002437
DQ102438,1090002438,Óscar Cadavid Urrego,3105002438
TC102439,1090002439,Pablo Jaramillo Isaza,3105002439
TC102440,1090002440,Ramiro Rendón Jaramillo,3105002440
CH102441,1090002441,Sergio Zapata Yepes,3105002441
VG102442,1090002442,Tomás Galvis Muñoz,3105002442
SR102443,1090002443,Ulises Bermúdez Nieto,3105002443
SR102444,1090002444,Vicente Ibarra Bohórquez,3105002444
SR102445,1090002445,Wilson Quiroga Cadavid,3105002445
DQ102446,1090002446,Yesid Yepes Quiroga,3105002446
DQ102447,1090002447,Zacarías Forero Espinal,3105002447
SR102448,1090002448,Ana Acosta Franco,3105002448
DQ102449,1090002449,Beatriz Hincapié Tabares,3105002449
DQ102450,1090002450,Camila Peláez Higuita,3105002450
C102451,1090002451,Diana Wilches Ibarra,3105002451
DQ102452,1090002452,Elena Espinal Wilches,3105002452
TC102453,1090002453,Fabiola Muñoz Leal,3105002453
VG102454,1090002454,Gloria Gómez Montoya,3105002454
VG102455,1090002455,Helena Ocampo Arcila,3105002455
VG102456,1090002456,Irene Valderrama Bermúdez,3105002456
